GW_CSA_AAA,Strengthened Security Patrol 
TEXT_TOOLTIP_RAPTOR_COMMANDO_MOVE,Speed: 1.1
TEXT_TOOLTIP_RAPTOR_COMMANDO_SERGEANT_HEALTH,Health: 35 (Infantry)
TEXT_TOOLTIP_RAPTOR_COMMANDO_SQUAD,Squad: 6x Raptor Commando
TEXT_TOOLTIP_RAPTOR_COMMANDO_SQUAD_WEAP1,3x AV Laser Sniper Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_RAPTOR_COMMANDO_SQUAD_WEAP2,3x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_COMMANDO_WEAP1,1x AV Laser Sniper Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_RAPTOR_COMMANDO_WEAP2,1x T-28 Light Repeating Sniper Rifle: 5 / 1.0s / 320m
TEXT_TOOLTIP_RAPTOR_GUNSHIP,With the end of Clone Wars came an influx of CIS scientists and designers seeking refuge in the Hapes Consortium, Hapan designers took the chance to review galactic standard designs to seek inspiration for their own. The Corellian Gozanti Cruiser was one such vessel they would be inspired by. While the aesthetics of the Gozanti was not to Hapan tastes, its capabilities would prove useful in supplementing and later replacing the older Stinger gunship in border patrols and small scale anti piracy operations. Henceforth the sleek Raptor Gunship was designed to recreate the specifications of the Gozanti in the beautiful artistic styles of Hapes Consortium ship designs. This elegant style however sacrificed some of the durability of the Gozanti but made it noticeably faster.
TEXT_TOOLTIP_RAPTOR_GUNSHIP_GROUP,Group: 15x Raptor Gunship
TEXT_TOOLTIP_RAPTOR_GUNSHIP_HULL,Hull: 150 (Gunship)
TEXT_TOOLTIP_RAPTOR_GUNSHIP_MOVE,Speed: 7.0 | Accel: 0.6 | Turn: 1.2
TEXT_TOOLTIP_RAPTOR_GUNSHIP_SHIELD,Shields: 150 / [3/R] (Gunship)
TEXT_TOOLTIP_RAPTOR_GUNSHIP_SQUADRON,Squadron: 3x Raptor Gunship
TEXT_TOOLTIP_RAPTOR_GUNSHIP_WEAP1,4x Heavy Fighter Laser Cannons: 2 / 1.0s / 1.0km
TEXT_TOOLTIP_RAPTOR_GUNSHIP_WEAP2,2x Light Proton Torpedoes: 2 / 18.0s / 5.0km
TEXT_TOOLTIP_RAPTOR_TROOPER,While many Imperials attempted to field faux-stormtroopers in the fallout of Endor to flaunt their legitimacy, Warlord Zsinj sought a new symbol for his authority. Formed under his subordinate Melvar, the black-uniformed Raptors are special forces infantry devoted to Zsinj as stormtroopers were to the Emperor. Raptors were originally trained for infiltration, but many would act as secret police for their master on conquered worlds. Trained in the art of terror, Raptor Troopers are skilled with blasters and demolitions, making them fierce opponents to any that opposed Zsinj.
TEXT_TOOLTIP_RAPTOR_TROOPER_CAPTAIN_HEALTH,Health: 28 (Infantry)
TEXT_TOOLTIP_RAPTOR_TROOPER_COMPANY,Company: 36x Raptor Trooper
TEXT_TOOLTIP_RAPTOR_TROOPER_COMPANY_WEAP1,24x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_COMPANY_WEAP2,4x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_COMPANY_WEAP3,8x Heavy AV Missile Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_RAPTOR_TROOPER_COMPANY_WEAP4,8x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RAPTOR_TROOPER_COMPANY_WEAP5,4x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RAPTOR_TROOPER_HEALTH,Health: 24 (Infantry)
TEXT_TOOLTIP_RAPTOR_TROOPER_MOVE,Speed: 1.1
TEXT_TOOLTIP_RAPTOR_TROOPER_SGT_HEALTH,Health: 26 (Infantry)
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD,Squad: 9x Raptor Trooper
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD_MEDIC_WEAP1,9x Blaster Rifle: 1 / 1.5s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD_WEAP1,6x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD_WEAP2,1x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD_WEAP3,2x Heavy AV Missile Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD_WEAP4,2x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RAPTOR_TROOPER_SQUAD_WEAP5,1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RAPTOR_TROOPER_WEAP1,1x E11 Raptor Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_WEAP2,1x T-21 Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RAPTOR_TROOPER_WEAP3,1x PLX-2M Rocket Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_RAPTOR_TROOPER_WEAP4,1x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RAPTOR_TROOPER_WEAP5,1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RASLAN,Raslan was a captain loyal to Warlord Zsinj. He commanded the mission to capture Razor's Kiss from the shipyards at Kuat.
TEXT_TOOLTIP_RAVEEN,Raveen was a Commander in the Imperial Navy and the Second in Command to Grand Admiral Zaarin. He worked alongside Zaarin in the TIE Avenger and Defender projects. After Zaarin's death, he remained at large with the remaining forces of the coup attempt.
TEXT_TOOLTIP_RAZOR,Veteran Clone Trooper and one of the original members of Lightning Squadron. Operates a heavier walker in his older age compared to his choice during the Clone Wars.
TEXT_TOOLTIP_REAPER,The third Executor-class produced by the Empire, Reaper was the flagship of Scourge Squadron, and was gifted to Ardus Kaine following Wilhuff Tarkin's death. Reaper under Kaine would hunt Rebels in the Outer Rim up to the Battle of Endor, which led to Kaine seceding from the Empire with Oversector Outer. Reaper served as the host for the Pentastar Talks that brought local corporate leaders to join Kaine's Pentastar Alignment of Powers. Years after Kaine's death during Operation Shadow Hand, Gilad Pellaeon would command Reaper during the Orinda Campaign.
TEXT_TOOLTIP_REBUILD_BRASHIN,Build a new TR-MB for Brashin's use in ground battles.
TEXT_TOOLTIP_REDD_WESSEL,The son of the ex-Grand Moff Marcellin Wessel, Redd Wessel, had always aspired to become a fleet commander. When he attended the academy, however, the tests revealed he had an aptitude for ground tactics. After steadily climbing his way to the rank of General, he stagnated in his career. Carnor Jax broke that stagnation by offering Redd to join the Interim Ruling Council; for his part, Redd Wessel was promoted to Supreme Commander.
TEXT_TOOLTIP_REDER,Dor Reder was an Imperial Navy officer hailing from Pirralor. He was a commander aboard the ISD Pulsar at the battle of Endor but would evade capture along with Niclara Varnillian using a stolen Rebel transport. Reder would join the warlord Gaen Drommel and was promoted to Captain of the Star Destroyer Krieger. Reder used the information gained from the Rebel transport to learn the locations of many New Republic bases and safe worlds, attacking them in a deadly but quick campaign.
TEXT_TOOLTIP_REDLINE,A TIE pilot in Darth Vader's Black Eight Squadron, Redline flew alongside Juno Eclipse during the bombardment of Callos, which desecrated the planet. Eclipse considered him the cruelest being she had ever flown alongside and outright psychopathic, with Redline arguing in favor of staying to 'finish the job' even as she ordered a retreat from Callos. Redline would take her place as Black Eight's leader when Eclipse was reassigned. In the battlefield Redline engages in combat with the eagerness of an adrenaline junkie.
TEXT_TOOLTIP_REFIT_ERRANT_VENTURE,Restore the Errant Venture to its full military potential and give it a paint job. Anything but Star Destroyer white...
TEXT_TOOLTIP_REFORM_ROGUES,Locate replacements for fallen pilots to reform the legendary ace squadron.
TEXT_TOOLTIP_REIKAS,Rei'kas is a sadistic and persistent Rodian who made his way up through the ranks of the Karazak Slavers Cooperative where he served as a strike team leader by 6 ABY.
TEXT_TOOLTIP_REIKAS_HEALTH,Health: 150 (Hero)
TEXT_TOOLTIP_REIKAS_MOVE,Speed: 1.4
TEXT_TOOLTIP_REIKAS_WEAP1,1x DXR6 Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_REIKAS_WEAP2,1x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RENTHAL,Drea Renthal was a profit-driven pirate captain who tried to minimize casualties. She gained great notoriety when the Hutts hired her to defend Nal Hutta against an Imperial fleet making an example of Nar Shaddaa. Though she was not hired to protect the moon, she joined the coalition of criminal fleets which also included Lando Calrissian and Han Solo and was instrumental in driving off the Imperial fleet.
TEXT_TOOLTIP_REPUBLIC_SD,A compact destroyer designed as a political move for improved New Republic ties with Rendili StarDrive. Smaller and more efficient than an Imperial-class due to having less complement and consumables space. Focuses more on firepower than durability compared to corresponding Mon Calamari vessels, but not to the extreme of the smaller Nebula-class successor.
TEXT_TOOLTIP_REPUBLIC_SD_HULL,Hull: 5600 (Capital)
TEXT_TOOLTIP_REPUBLIC_SD_MOVE,Speed: 4.2 | Accel: 0.15 | Turn: 0.225
TEXT_TOOLTIP_REPUBLIC_SD_SHIELD,Shields: 6000 / [60/R] (Capital)
TEXT_TOOLTIP_REPUBLIC_SD_SQUADRON,Fighters: 1 / 3 | Bombers: 0.5 / 0.5
TEXT_TOOLTIP_REPUBLIC_SD_WEAP1,4x Heavy Turbolasers: 2 / 1.0s / 7.3km
TEXT_TOOLTIP_REPUBLIC_SD_WEAP2,8x Light Dual Turbolasers: 2 / 2.0s / 5.3km
TEXT_TOOLTIP_REPUBLIC_SD_WEAP3,2x Medium Ion Cannons: 2 / 1.0s / 6.3km
TEXT_TOOLTIP_REPULSOR_SCOUT,An agile Mekuun vehicle often used by the Imperial Army and in hazardous environments by Radtroopers. It is only lightly armed but well suited for reconnaissance.
TEXT_TOOLTIP_REPULSOR_SCOUT_COMPANY,Company: 4x Repulsor Scout
TEXT_TOOLTIP_REPULSOR_SCOUT_HEALTH,Health: 200 (Speeder)
TEXT_TOOLTIP_REPULSOR_SCOUT_MOVE,Speed: 3.0 | Turn: 4.0
TEXT_TOOLTIP_REPULSOR_SCOUT_WEAP1,1x Light AI Blaster Cannon: 8 / 1.0s / 240m
TEXT_TOOLTIP_REPULSOR_TANK_MARK_II,A repulsortank design heavily influenced by Zel Johans, intended as a complement and follow-up to the S-1 FireHawke and Imperial-series line of tanks. It excels at heavy vehicular combat but can be overwhelmed by large numbers of smaller targets and does not handle infantry well.
TEXT_TOOLTIP_REPULSOR_TANK_MARK_II_COMPANY,Company: 3x Imperial-class Repulsor Tank Mark II
TEXT_TOOLTIP_REPULSOR_TANK_MARK_II_HEALTH,Health: 350 (Medium Vehicle)
TEXT_TOOLTIP_REPULSOR_TANK_MARK_II_MOVE,Speed: 2.0 | Turn: 2.0 
TEXT_TOOLTIP_REPULSOR_TANK_MARK_II_WEAP1,1x Super Heavy AV Blaster Cannon: 1 / 2.0s / 320m
TEXT_TOOLTIP_REPULSOR_TANK_MARK_II_WEAP2,1x AV Blaster Cannon: 1 / 2.0s / 320m
TEXT_TOOLTIP_REQUIEM_SQUADRON,Brainstormed by the real Ysanne Isard and led by Wedge Antilles, Requiem Squadron is comprised of the veteran members of Rogue Squadron who are under deep cover as Imperials wanting to join the Ciutric Hegemony. Smokescreened by their alleged deaths, these members of Rogue Squadron draw little attention to themselves, allowing them to radio back everything that can be used against Delak Krennel and Isard's clone.
TEXT_TOOLTIP_RESK,When the swoop gangs of Stend VI proved too formidable a foe for average Imperial scouts, the Dark Riders were formed from the finest recon elements of Storm Commando units. Their leader was the famed Lieutenant Irlyn Resk, a model of everything a good soldier of the Empire should be: a believer in the New Order, a hater of aliens, a ruthless and effective warrior, committed to carrying out his orders.
TEXT_TOOLTIP_RESK_HEALTH,Health: 105 [5%/5s] (Hero)
TEXT_TOOLTIP_RESK_MOVE,Speed: 7.0 | Turn: 7.5
TEXT_TOOLTIP_RESK_SHIELD,Shields: 25 / [5/R] (Infantry)
TEXT_TOOLTIP_RESK_WEAP1,1x AI Blaster Cannon: 4 / 0.5s / 200m
TEXT_TOOLTIP_RESNER,A Commander in the Imperial Navy, Resner was active in the Trax Sector with his ISD. Suspicions about Resner’s loyalty or competence arose when the Trax system became a hotbed of Rebel activity while Resner was viewed as not taking sufficient actions to counter the Rebellion. This lax response would eventually see Resner summoned to an interrogation by Admiral Heggel.
TEXT_TOOLTIP_RESPAWN_DELVARDUS,Brilliant Idea: Respawns in an ISD-II if defeated
TEXT_TOOLTIP_RESPAWN_HAN,Smuggler’s Luck: Respawns as an infantry hero if defeated
TEXT_TOOLTIP_RESPAWN_LANDO,Lady Luck’s Fortune: Respawns as an infantry hero if defeated
TEXT_TOOLTIP_RESPAWN_SHADOWSPAWN,The Shadow's Pawn: Can resurrect Lord Shadowspawn while in orbit
TEXT_TOOLTIP_RESPAWN_TREUTEN,Backup Plan: Respawns in a CCVSD if defeated
TEXT_TOOLTIP_RESPAWN_TYBER_ZANN,Price of Survival: Respawns in an Interceptor IV Frigate if defeated
TEXT_TOOLTIP_RESPAWN_ZSINJ,Second Death: Can respawn by constructing his Executor at Rancor Base if defeated
TEXT_TOOLTIP_RESUUN,Governor of the Tamarin Sector, Lobax Resuun was a dauntless leader. As his sector erupted into chaos following Endor, Resuun refused to give in to the plummeting morale of his forces and the rising paramilitaries of organized crime gangs. At the peak of the tension in the sector, he would relocate the sector capital to his flagship, and he managed to retain control of the sector in spite of a coup attempt.
TEXT_TOOLTIP_RESUUN_SPECIAL,Special: White Death
TEXT_TOOLTIP_RETIRE_CALRISSIAN_G2A,Recommend Lando Calrissian for a post as an admiral, giving up his generalship in the process.
TEXT_TOOLTIP_RETIRE_HAN,Dismiss General Solo from fleet duties to make room for a different commander. Returns Han to the Millennium Falcon.
TEXT_TOOLTIP_RETIRE_INTREPID,Return Han to the Millennium Falcon and allow General A'baht to be reconsidered.
TEXT_TOOLTIP_RETIRE_LANDO,Dismiss General Calrissian from fleet duties to make room for a different commander. Returns Lando to the Lady Luck.
TEXT_TOOLTIP_RETIRE_LANDO_A2G,Recommend Lando Calrissian for a post as a general, giving up his admiralship in the process.
TEXT_TOOLTIP_RETIRE_NR_GRANT,Follow the recommendation of many voices who distrust a formerly high ranking Imperial officer and open his position for a replacement of unquestioned loyalty.
TEXT_TOOLTIP_RETIRE_SUPCOM,Relieve the officer at this planet from the post of Supreme Commander. They may be returned to duty in other pools.
TEXT_TOOLTIP_REVENANT_SHIELD,Shields: 2400 / [42/R] (Frigate)
TEXT_TOOLTIP_REVENANT_SQUADRON,Fighters: 3 / 2
TEXT_TOOLTIP_REVOLT_A_FACTORY_1_TR,A5 Juggernaut: 1 / 1
TEXT_TOOLTIP_REVOLT_COMMERCIALFLOATER_FACTORY,Factory producing open-market military floater vehicles.
TEXT_TOOLTIP_REVOLT_COMMERCIALFLOATER_FACTORY_1,Infantry Support Platform: 2 / 4
TEXT_TOOLTIP_REVOLT_COMMERCIALFLOATER_FACTORY_2,PDF Swift Assault 5: 1 / 2
TEXT_TOOLTIP_REVOLT_COMMERCIALSPEEDER_FACTORY,Factory producing open-market paramilitary speeder vehicles.
TEXT_TOOLTIP_REVOLT_COMMERCIALSPEEDER_FACTORY_1,A-A5 Speeder Truck: 1 / 2
TEXT_TOOLTIP_REVOLT_COMMERCIALSPEEDER_FACTORY_2,Arrow-23 Landspeeder: 2 / 4
TEXT_TOOLTIP_REVOLT_CORPO_CAPITAL_1,Corporate Security Trooper Squad: 4 / 8
TEXT_TOOLTIP_REVOLT_CORPO_CAPITAL_2,B2 Super Battle Droid Squad: 4 / 8
TEXT_TOOLTIP_REVOLT_CORPO_CAPITAL_3,AAC-1 Hovertank: 4 / 8
TEXT_TOOLTIP_REVOLT_CORPO_CAPITAL_4,T2-A Hovertank: 3 / 6
TEXT_TOOLTIP_REVOLT_CORPO_CAPITAL_5,PDF Swift Assault 5: 2 / 4
TEXT_TOOLTIP_REVOLT_CORPO_CAPITAL_6,Heavy Tracker: 1 / 1
TEXT_TOOLTIP_REVOLT_IMPDEPOT,Local former-Imperial vehicle warehouse acquired by various forces.
TEXT_TOOLTIP_REVOLT_IMPDEPOT_1,AT-ST Walker: 2 / 4
TEXT_TOOLTIP_REVOLT_IMPDEPOT_2,LAVr QH-7 Chariot: 2 / 4
TEXT_TOOLTIP_REVOLT_IMPDEPOT_3,Reconnaissance Troop Transporter: 2 / 4
TEXT_TOOLTIP_REVOLT_IMPDESERTER,Local former-Imperial personnel that deserted or defected to local authority.
TEXT_TOOLTIP_REVOLT_IMPDESERTER_1,Army Trooper Anti-Personnel Squad: 1 / ∞
TEXT_TOOLTIP_REVOLT_IMPDESERTER_2,Army Trooper Anti-Vehicle Squad: 1 / ∞
TEXT_TOOLTIP_REVOLT_IMPDESERTER_3,Navy Trooper Squad: 1 / ∞
TEXT_TOOLTIP_REVOLT_IMPDESERTER_4,PX-10 Compact Assault Vehicle: 1 / 2
TEXT_TOOLTIP_REVOLT_KAAC_LIGHT_FACTORY_1,PDF Armored Freerunner: 3 / 6
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_1,Light Mercenary Squad: 4 / 8
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_2,Heavy Mercenary Squad: 4 / 8
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_3,Elite Mercenary Heavy Squad: 3 / 6
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_4,Elite Mercenary Scout Squad: 1 / 2
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_5,Infantry Support Platform: 4 / 8
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_6,Modified Armored Freerunner: 2 / 4
TEXT_TOOLTIP_REVOLT_MERC_CAPITAL_7,PDF Canderous Assault Tank: 1 / 1
TEXT_TOOLTIP_REVOLT_OLDREP_HEAVY_FACTORY_1,TX-130S Fighter Tank: 2 / 4 
TEXT_TOOLTIP_REVOLT_RURAL_CAPITAL_1,Local Military Squad: 4 / 12 
TEXT_TOOLTIP_REVOLT_RURAL_CAPITAL_2,Defense Force Tactical Unit Squad: 4 / 12
TEXT_TOOLTIP_REVOLT_RURAL_CAPITAL_3,AT-RT Walker: 4 / 8
TEXT_TOOLTIP_REVOLT_RURAL_CAPITAL_4,Arrow-23 Landspeeder: 4 / 8
TEXT_TOOLTIP_REVOLT_RURAL_CAPITAL_5,T4-A Tracked Tank: 2 / 4
TEXT_TOOLTIP_REVOLT_RURAL_CAPITAL_6,A5 Juggernaut: 1 / 1
TEXT_TOOLTIP_REVOLT_URBAN_BARRACKS_PDF3_TR,AAC-1 Hovertank: 1 / 2
TEXT_TOOLTIP_REVOLT_URBAN_CAPITAL_1,Defense Force Trooper Anti-Personnel Squad: 4 / 8
TEXT_TOOLTIP_REVOLT_URBAN_CAPITAL_2,Defense Force Trooper Anti-Vehicle Squad: 4 / 8
TEXT_TOOLTIP_REVOLT_URBAN_CAPITAL_3,V-19 Gian Speeder: 4 / 8
TEXT_TOOLTIP_REVOLT_URBAN_CAPITAL_4,PDF Armored Freerunner: 3 / 6
TEXT_TOOLTIP_REVOLT_URBAN_CAPITAL_5,MZ-8 Pulse Cannon Tank: 2 / 4
TEXT_TOOLTIP_REVOLT_URBAN_CAPITAL_6,Aratech Battle Platform: 1 / 1
TEXT_TOOLTIP_REVOLT_YT_HEAVY_FACTORY_1,T4-A Tracked Tank: 2 / 4
TEXT_TOOLTIP_REVOLT_YT_LIGHT_FACTORY_1,T2-A Hovertank: 3 / 6
TEXT_TOOLTIP_REXLER_BRATH,An ace pilot with a storied history of combat missions in the Galactic Empire, Rexler Brath was a terror from the cockpit of a TIE Interceptor. When the TIE Defender was ready for widespread deployment within the Navy, Rexler was bestowed with one of the highest honours an Imperial Pilot could receive; he was given command of one of the first ever TIE Defender squadrons put together by the Galactic Empire.
TEXT_TOOLTIP_RG_INTERCEPTOR,Modified for the exclusive use of the Emperor's Royal Guard under the supervision of Darth Vader, this variant of TIE/in is equipped with powerful shield generators, finely tuned engines that give better flight characteristics than a standard interceptor, and a distinctive crimson color that strikes fear into the hearts of all who encounter it.
TEXT_TOOLTIP_RG_RANGED,Though best known for their force pikes, every member of the Imperial Royal Guard is a superb soldier kept sharp by rotation in frontline units. A better articulated and less encumbered form of their ceremonial outfit is preferred in combat situations.
TEXT_TOOLTIP_RG_RANGED_HEALTH,Health: 40 (Infantry)
TEXT_TOOLTIP_RG_RANGED_MOVE,Speed: 1.0 
TEXT_TOOLTIP_RG_RANGED_SQUAD,Squad: 9x Royal Guards
TEXT_TOOLTIP_RG_RANGED_SQUAD_WEAP1,3x Blaster SMG: 5 / 2.0s / 220m
TEXT_TOOLTIP_RG_RANGED_SQUAD_WEAP2,3x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RG_RANGED_SQUAD_WEAP3,3x Ion Gun: 1 / 3.0s / 220m
TEXT_TOOLTIP_RG_RANGED_SQUAD_WEAP4,6x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_RANGED_SQUAD_WEAP5,3x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_RANGED_WEAP1,1x CR-2 Heavy Blaster Pistol: 5 / 2.0s / 220m
TEXT_TOOLTIP_RG_RANGED_WEAP2,1x T-21 Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RG_RANGED_WEAP3,1x Modified E-11 Ion Gun: 1 / 3.0s / 220m
TEXT_TOOLTIP_RG_RANGED_WEAP4,1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_RANGED_WEAP5,1x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_STORMTROOPER,While not wearing their ceremonial robes, the elite members of the Imperial Royal Guard trained and fought in red-tinted stormtrooper armor.
TEXT_TOOLTIP_RG_STORMTROOPER_HEALTH,Health: 40 (Infantry)
TEXT_TOOLTIP_RG_STORMTROOPER_MOVE,Speed: 1.0 
TEXT_TOOLTIP_RG_STORMTROOPER_SQUAD,Squad: 9x Royal Guard Stormtrooper
TEXT_TOOLTIP_RG_STORMTROOPER_SQUAD_WEAP1,3x Blaster SMG: 5 / 2.0s / 220m
TEXT_TOOLTIP_RG_STORMTROOPER_SQUAD_WEAP2,3x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RG_STORMTROOPER_SQUAD_WEAP3,3x Heavy AV Missile Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_RG_STORMTROOPER_SQUAD_WEAP4,6x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_STORMTROOPER_SQUAD_WEAP5,3x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_STORMTROOPER_WEAP1,1x CR-2 Heavy Blaster Pistol: 5 / 2.0s / 220m
TEXT_TOOLTIP_RG_STORMTROOPER_WEAP2,1x T-21 Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RG_STORMTROOPER_WEAP3,1x MiniMag PTL Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_RG_STORMTROOPER_WEAP4,1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RG_STORMTROOPER_WEAP5,1x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RHG_TROOPER,The standard infantry of the Royal House of the Hapan Consortium who are tasked with upholding the rule and power of the Queen Mother across all the worlds of the Hapan Cluster. They serve both as a militarised police force in peace and the mainline army in times of conflict.
TEXT_TOOLTIP_RHG_TROOPER_COMPANY,Company: 40x Royal House Guard
TEXT_TOOLTIP_RHG_TROOPER_COMPANY_WEAP1,28x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_RHG_TROOPER_COMPANY_WEAP2,4x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_RHG_TROOPER_COMPANY_WEAP3,8x AV Laser Rifle: 1 / 3.0s / 280m
TEXT_TOOLTIP_RHG_TROOPER_COMPANY_WEAP4,8x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_RHG_TROOPER_HEALTH,Health: 18 (Infantry)
