TEXT_2_WARPOD_SQUADRON,#2 Warpod Squadron
TEXT_TOOLTIP_MUNIFICENT_C3,Command, Control and Communications Munificent. One of many variations on the modular base design that adjusts weapon loadout to facilitate other functions, in this case more powerful sensors and comms systems compared to the already impressive base model. Served as small command and droid control/support units when used in frontline roles. Being somewhat less expendable resulted in higher rates of the variant surviving the Clone Wars.
TEXT_TOOLTIP_MUNIFICENT_C3_HULL,Hull: 1575 (Frigate)
TEXT_TOOLTIP_MUNIFICENT_C3_MOVE,Speed: 3.85 | Accel: 0.2 | Turn: 0.4
TEXT_TOOLTIP_MUNIFICENT_C3_SHIELD,Shields: 1900 / [28.5/R] (Heavy Frigate)
TEXT_TOOLTIP_MUNIFICENT_C3_SQUADRON,Fighters: 1.5 / 1.5
TEXT_TOOLTIP_MUNIFICENT_C3_SQUADRON_FOTR,Fighters: 0.5 / 2 [Requires research]
TEXT_TOOLTIP_MUNIFICENT_C3_TENDER,Fighter Tender: 2 / 1.0s / 4.3km
TEXT_TOOLTIP_MUNIFICENT_C3_WEAP1,1x Heavy Turbolaser: 2 / 5.0s / 7.2km
TEXT_TOOLTIP_MUNIFICENT_C3_WEAP2,4x Light Dual Turbolasers: 2 / 1.54s / 5.2km
TEXT_TOOLTIP_MUNIFICENT_C3_WEAP3,2x Light Turbolasers: 2 / 1.0s / 5.2km
TEXT_TOOLTIP_MUNIFICENT_C3_WEAP4,1x Heavy Dual Ion Cannon: 1 / 5.0s / 7.2km
TEXT_TOOLTIP_MUNIFICENT_C3_WEAP5,4x Light Laser Cannons: 2 / 0.50s / 3.7km
TEXT_TOOLTIP_MUNIFICENT_C3_WEAP6,2x Mass Drivers: 2 / 2.5s / 7.2km
TEXT_TOOLTIP_MUNIFICENT_HULL,Hull: 1586 (Frigate)
TEXT_TOOLTIP_MUNIFICENT_MOVE,Speed: 3.85 | Accel: 0.2 | Turn: 0.4
TEXT_TOOLTIP_MUNIFICENT_SHIELD,Shields: 2000 / [30/R] (Heavy Frigate)
TEXT_TOOLTIP_MUNIFICENT_SQUADRON,Fighters: 1.5 / 1.5
TEXT_TOOLTIP_MUNIFICENT_SQUADRON_FOTR,Fighters: 0.5 / 2 [Requires research]
TEXT_TOOLTIP_MUNIFICENT_WEAP1,1x Ultraheavy Turbolaser: 1 / 5.0s / 8.2km
TEXT_TOOLTIP_MUNIFICENT_WEAP2,4x Light Dual Turbolasers: 2 / 1.54s / 5.2km
TEXT_TOOLTIP_MUNIFICENT_WEAP3,2x Light Turbolasers: 2 / 1.0s / 5.2km
TEXT_TOOLTIP_MUNIFICENT_WEAP4,1x Heavy Dual Ion Cannon: 1 / 5.0s / 7.2km
TEXT_TOOLTIP_MUNIFICENT_WEAP5,4x Light Laser Cannons: 2 / 0.53s / 3.7km
TEXT_TOOLTIP_MZ8,Heavy energy weapon mounted on an open-market vehicle chassis with a weak shield. Serves as a direct-fire antitank platform. Favored by criminal groups and small militaries as an equalizer against heavy assault vehicles.
TEXT_TOOLTIP_MZ8_COMPANY,Company: 3x MZ-8 Pulse Cannon Tank
TEXT_TOOLTIP_MZ8_HEALTH,Health: 250 (Medium Vehicle)
TEXT_TOOLTIP_MZ8_MOVE,Speed: 1.25 | Turn: 2.5
TEXT_TOOLTIP_MZ8_SHIELD,Shields: 50 / [5/R] (Heavy Vehicle)
TEXT_TOOLTIP_MZ8_WEAP1,1x Heavy AV Beam Cannon: 1 / 6.0s / 640m
TEXT_TOOLTIP_N1,The pride of the Royal Naboo Security Forces, the N-1 was one of the finest fighters in the galaxy when it was first introduced; packing shields, lasers, and proton torpedoes into a fast and agile spaceframe adhering to Naboo standards of beauty. The capable design proved useful for decades.
TEXT_TOOLTIP_NANTEX,Geonosian-designed starfighter built around a single turreted laser cannon. Originally developed for system defense, the design was sold to the Banking Clan and Commerce Guild during the Clone Wars. It is very maneuverable due to a unique system of miniscule tractor beams and repulsorlifts and well suited to dogfighting.
TEXT_TOOLTIP_NEUTRONSTAR,A cruiser developed during the Clone Wars to serve as a second-line and garrison vessel and generally not pressed into frontline service during the conflict. The Empire did not like the design and relegated it to Outer Rim duties or sold them off to assorted groups, leading to the Rebel Alliance acquiring them. It is often modified into a starfighter carrier by stripping out cargo space but is otherwise a discount Rendili cruiser in stock form.
TEXT_TOOLTIP_NEUTRONSTAR_HULL,Hull: 1500 (Frigate)
TEXT_TOOLTIP_NEUTRONSTAR_MERCENARY,Common variation of Rendili Bulk Cruiser designs favored by mercenary forces as an affordable long-range combatant. A surprising amount of heavier turbolaser armaments makes them effective against other capital ships en-masse, but they still hold up poorly to enemy fire and lack the flexible capabilities other variants often provide.
TEXT_TOOLTIP_NEUTRONSTAR_MERCENARY_WEAP1,5x Heavy Turbolasers: 2 / 2.08s / 7.1km
TEXT_TOOLTIP_NEUTRONSTAR_MOVE,Speed: 3.85 | Accel: 0.125 | Turn: 0.35
TEXT_TOOLTIP_NEUTRONSTAR_SHIELD,Shields: 1600 / [24/R] (Frigate)
TEXT_TOOLTIP_NEUTRONSTAR_SQUADRON,Fighters: 0.5 / 1 | Bombers: 0.5 / 1
TEXT_TOOLTIP_NEUTRONSTAR_SQUADRON_NONE,Fighters: - / - | Bombers: - / -
TEXT_TOOLTIP_NEUTRONSTAR_WEAP1,2x Medium Turbolasers: 2 / 0.83s / 6.1km
TEXT_TOOLTIP_NEUTRONSTAR_WEAP2,3x Heavy Laser Cannons: 2 / 0.6s / 4.6km
TEXT_TOOLTIP_NIMBUS_COMMANDO,Nimbus Commandos are specialized elite infantry from Jabiim, originally drawn from nationalist leader Alto Stratus' Bronze Nimbus command and elements of the Jabiimi Army who joined him. They are practiced soldiers of Jabiim's high-precipitation environment, with their repulsorlift skates allowing any Nimbus to effortlessly move across swampy terrain in ways normal infantry cannot. Nimbus units are armed with blaster rifles capable of long to mid-range fire, and cram their suits with enough explosives that they can take on even large walkers. The power of the Nimbus would persist on Jabiim in the time of the Empire by collaborating with the new government, with some members going off to serve as freelance mercenaries.
TEXT_TOOLTIP_NIMBUS_COMMANDO_COMPANY,Company: 24x Nimbus Commando
TEXT_TOOLTIP_NIMBUS_COMMANDO_COMPANY_WEAP1,24x Blaster SMG: 5 / 2.0s / 220m
TEXT_TOOLTIP_NIMBUS_COMMANDO_COMPANY_WEAP2,24x Secondary Blaster Sniper Rifle: 1 / 4.5s / 320m
TEXT_TOOLTIP_NIMBUS_COMMANDO_HEALTH,Health: 24 (Infantry)
TEXT_TOOLTIP_NIMBUS_COMMANDO_MOVE,Speed: 1.2 
TEXT_TOOLTIP_NIMBUS_COMMANDO_SQUAD,Squad: 6x Nimbus Commando
TEXT_TOOLTIP_NIMBUS_COMMANDO_SQUAD_WEAP1,6x Blaster SMG: 5 / 2.0s / 220m
TEXT_TOOLTIP_NIMBUS_COMMANDO_SQUAD_WEAP2,6x Secondary Blaster Sniper Rifle: 1 / 4.5s / 320m
TEXT_TOOLTIP_NIMBUS_COMMANDO_WEAP1,1x Separatist Commando Blaster: 5 / 2.0s / 220m
TEXT_TOOLTIP_NIMBUS_COMMANDO_WEAP2,1x Separatist Commando Sniper Attachment: 1 / 4.5s / 320m
TEXT_TOOLTIP_NU_SHUTTLE,Long range troop transport shuttle counterpart to the LAAT/i built by Cygnus, the Nu-class was a sight on almost every republic warship.
TEXT_TOOLTIP_NU_SHUTTLE_HULL,Hull: 300 (Gunship)
TEXT_TOOLTIP_NU_SHUTTLE_MOVE,Speed: 3.0 | Accel: 0.04 | Turn: 0.45
TEXT_TOOLTIP_NU_SHUTTLE_SHIELDS,Shields: 30 / [3/R] (Gunship)
TEXT_TOOLTIP_NU_SHUTTLE_WEAP1,1x Heavy Fighter Laser Cannon: 8 / 2.0s / 1.1km
TEXT_TOOLTIP_NU_SHUTTLE_WEAP2,1x Fighter Laser Cannon: 8 / 2.0s / 1.1km
TEXT_TOOLTIP_OOM,Modified and marked B1 or OOM unit with programming pertained to civilian and military police duties as well as installation and shipboard security. It is occasionally shuffled into front-line duties when required.
TEXT_TOOLTIP_OOM_DROID,OOM-series droid with greater communication abilities, independence, and intelligence than other models that is used in an officer role.
TEXT_TOOLTIP_OOM_DROID_COMMANDER_COMPANY,Company: 1x OOM Command Droid
TEXT_TOOLTIP_OOM_DROID_COMMANDER_HEALTH,Health: 180 (Infantry)
TEXT_TOOLTIP_OOM_DROID_HEALTH,Health: 15 (Droid)
TEXT_TOOLTIP_OVERRACER_BIKE,The Mobquet Swoops and Speeders Overracer was a minimalistic and cheap speeder bike capable of high speeds and of optionally carrying a small blaster cannon. This made it popular with both speeder racers and military scouts for organisations without a large budget. The Overracer would see service both for PDF forces operating on a budget and later with the Rebellion.
TEXT_TOOLTIP_OVERRACER_BIKE_COMPANY,Company: 8x Overracer Speeder Bike Scout
TEXT_TOOLTIP_OVERRACER_BIKE_HEALTH,Health: 25 (Speeder)
TEXT_TOOLTIP_OVERRACER_BIKE_MOVE,Speed: 6.0 | Turn: 8.0 
TEXT_TOOLTIP_OVERRACER_BIKE_WEAP1,1x Light AI Blaster Cannon: 4 / 1.0s / 200m
TEXT_TOOLTIP_PALPATINE,Palpatine was a Senator from Naboo who was elected Supreme Chancellor of the Republic. The instability of the Clone Wars allowed him to accrue tremendous executive power, to the point he declared himself Emperor by its end. Behind his genial public persona Palpatine is the Sith Lord Darth Sidious, and he commands a terrifying mastery of the Dark Side.
TEXT_TOOLTIP_PALPATINE_MOVE,Speed: 1.1
TEXT_TOOLTIP_PALPATINE_WEAP1,1x Lightsaber: 1 / 0.1s / 1m
TEXT_TOOLTIP_PALPATINE_WEAP2,1x Force Lightning: 25 / 0.1s / 175m
TEXT_TOOLTIP_PARELLA,A notable of Nar Shaddaa who ran a modest enterprise, alternately competing and cooperating with the Anjiliacs. Parella was highly athletic for a Hutt and enjoyed hunting for the most dangerous game, where his battle armor and beater drones were often needed to prevail.
TEXT_TOOLTIP_PARELLA_HEALTH,Health: 250 [5%/5s] (Hero)
TEXT_TOOLTIP_PARELLA_MOVE,Speed: 1.0
TEXT_TOOLTIP_PARELLA_WEAP1,1x Heavy Repeating Blaster: 5 / 1.0s / 280m
TEXT_TOOLTIP_PARELLA_WEAP2,1x Wrist Blaster: 2 / 1.25s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP1,36x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP2,2x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP3,2x Light AV Missile Launcher: 1 / 9.0s / 280m
TEXT_TOOLTIP_PDF_SOLDIER_COMPANY_WEAP4,8x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_SOLDIER_HEALTH,Health: 14 (Infantry)
TEXT_TOOLTIP_PDF_SOLDIER_MOVE,Speed: 0.9 
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD1_WEAP1,9x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD1_WEAP2,1x Light Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD1_WEAP3,2x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD2_WEAP1,9x Blaster Rifle: 1 / 1.5s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD2_WEAP2,1x Light AV Missile Launcher: 1 / 9.0s / 280m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD2_WEAP3,2x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP1,1x A280 Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP2,1x DLT-20A Repeating Blaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP3,1x RPS-6 Rocket Launcher: 1 / 9.0s / 280m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP4,1x Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT,Specialized soldiers of local planetary defense forces with tasks ranging from riot suppression to eliminating small-scale insurgents. Armed with extensive and deadly weaponry by local standards, they also come equipped with riot shields for added protection.
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY,Company: 24x Defense Force Tactical Unit
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP1,12x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP2,8x Concussion Rifle: 3 / 3.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP3,4x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP4,4x Flame Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_HEALTH,Health: 21 (Infantry)
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_MOVE,Speed: 1.0 
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_OFFICER_HEALTH,Health: 20 (Infantry)
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SHIELD,Shields: 5 / [1/R] (Infantry)
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD,Squad: 6x Defense Force Tactical Unit
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP1,3x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP2,2x Concussion Rifle: 3 / 3.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP3,1x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP4,1x Flame Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP1,1x A280 Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP2,1x Concussion Rifle: 3 / 3.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP3,1x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP4,1x Flame Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PELTA_ASSAULT,A combat and convoy-escort equipped version of a modular frigate class. Fairly durable for its size with weaponry favoring anti-fighter alongside some prow-mounted turbolasers. Significantly better armed than the support model.
TEXT_TOOLTIP_PELTA_ASSAULT_HULL,Hull: 1000 (Frigate)
TEXT_TOOLTIP_PELTA_ASSAULT_MOVE,Speed: 3.5 | Accel: 0.175 | Turn: 0.4
TEXT_TOOLTIP_PELTA_ASSAULT_PD,Point-Defense: 1 / 0.28s / 1.5km
TEXT_TOOLTIP_PELTA_ASSAULT_SHIELD,Shields: 1000 / [17.5/R] (Frigate)
TEXT_TOOLTIP_PELTA_ASSAULT_WEAP1,2x Light Triple Turbolasers: 1 / 5.0s / 5.1km
TEXT_TOOLTIP_PELTA_ASSAULT_WEAP2,4x Medium Dual Rapid Laser Cannons: 6 / 2.5s / 3.6km
TEXT_TOOLTIP_PELTA_SUPPORT,A general fleet support version of a modular frigate class used to help repair allied ships. It has token anti-fighter armament similar to a corvette.
TEXT_TOOLTIP_PELTA_SUPPORT_HULL,Hull: 1000 (Corvette)
TEXT_TOOLTIP_PELTA_SUPPORT_MINE,Interdiction Mines: 1 / 2
TEXT_TOOLTIP_PELTA_SUPPORT_MOVE,Speed: 3.5 | Accel: 0.1 | Turn: 0.4
TEXT_TOOLTIP_PELTA_SUPPORT_PD,Point-Defense: 1 / 0.57s / 1.5km
TEXT_TOOLTIP_PELTA_SUPPORT_SHIELD,Shields: 800 / [14/R] (Corvette)
TEXT_TOOLTIP_PELTA_SUPPORT_TENDER,Fleet Tender: 50 / 2.0s / 1.6km
TEXT_TOOLTIP_PELTA_SUPPORT_WEAP1,2x Medium Dual Rapid Laser Cannons: 6 / 2.5s / 3.6km
TEXT_TOOLTIP_PELTA_TRANSPORT,A Pelta-class frigate variant used for the transportation of supplies. It lacks any armaments leaving it is at risk from rival factions or pirates if not escorted properly.
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV,An originally civilian platform modified into a utility-oriented Light Mechanized Vehicle by commercial, criminal and rebel interests. Capable of carrying a variety of gear to support friendly forces, but limited in its ability to defend itself from notable threats.
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV_COMPANY,Company: 3x Modified Personnel Skiff Model IV
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV_HEALTH,Health: 250 (Light Vehicle)
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV_INFANTRY_HEAL,1x Infantry Healing: 2 / 1.0s / 96m
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV_INFANTRY_HEAL_3X,3x Infantry Healing: 2 / 1.0s / 96m
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV_MOVE,Speed: 1.5 | Turn: 3.0 
TEXT_TOOLTIP_PERSONNEL_SKIFF_IV_WEAP1,5x Heavy Repeating Blasters: 5 / 1.0s / 280m
TEXT_TOOLTIP_PERSUADER,Also commonly known as the "snail tank", the Persuader is an old Corporate Alliance design heavily utilized by the Confederacy in the Clone Wars. It was originally used by the Corporate Alliance to silence protesters and opponents of their business practices.
TEXT_TOOLTIP_PERSUADER_COMMAND_HEALTH,Health: 175 (Medium Vehicle)
TEXT_TOOLTIP_PERSUADER_COMMAND_WEAP2,1x Light Proton Missile: 1 / 5.0s / 160m
TEXT_TOOLTIP_PERSUADER_COMPANY,Company: 3x Persuader Droid Enforcer
TEXT_TOOLTIP_PERSUADER_HEALTH,Health: 200 (Medium Vehicle)
TEXT_TOOLTIP_PERSUADER_MOVE,Speed: 2.0 | Turn: 2.0
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL,Designed and used heavily by the Corporate Alliance, the NR-N99 Persuader-class droid enforcer was programmed to charge and crush anything in front of it when unleashed, be it building or civilian. These tanks were originally used before the Clone Wars to “persuade” people in the Outer Rim to stop protesting or opposing in any way the plans of the Corporate Alliance. Militarised versions of these tanks would be a major contribution of the Alliance to the CIS during the Clone Wars. 
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL_COMPANY,Company: 3x Persuader Riot Control Droid
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL_WEAP1,2x Ion Cannons: 1 / 1.0s / 320m
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL_WEAP2,1x Light AI Blaster Cannon: 4 / 0.5s / 240m
TEXT_TOOLTIP_PERSUADER_WEAP1,2x AV Blaster Cannons: 1 / 1.0s / 320m
TEXT_TOOLTIP_PERSUADER_WEAP2,2x Concussion Grenades: 1 / 5.0s / 160m
TEXT_TOOLTIP_PIRATE_BASE,Pirate base secreted within a hollowed out and fortified asteroid. Underworld connections provide access to non-standard hardware in exchange for turning a blind eye to certain unsavoury activity and characters in the area.
TEXT_TOOLTIP_PIRATE_BASE_HULL,Hull: 1800 (Frigate)
TEXT_TOOLTIP_PIRATE_BASE_SHIELD,Shields: 3200 / [32/R] (Heavy Frigate)
TEXT_TOOLTIP_PIRATE_BASE_WEAP1,4x Light Dual Turbolasers: 1 / 5.0s / 6.1km
TEXT_TOOLTIP_PIRATE_BASE_WEAP2,2x Heavy Laser Cannons: 2 / 5.0s / 5.6km
TEXT_TOOLTIP_PIRATE_BASE_WEAP3,2x Concussion Missiles: 2 / 5.0s / 5.1km
TEXT_TOOLTIP_PIRATE_FIGHTER,The Rihkxyrk assault fighter is a strong, if sluggish fighter. Developed by TransGalMeg, it is commonly seen among pirate groups such as Black Sun, to the point people associate the term 'pirate fighter' with it exclusively. The heavy-duty shielding and dense armor makes the Rihkxyrk able to withstand attacks that leaves most fighters scrap, with accompanying firepower to give back as good as it gets. Most Rihkxyrk pilots develop a high level of confidence in these fighters after wading through heavy fire and coming out undamaged.
TEXT_TOOLTIP_PIRATE_TARIFF,Pirate activity may cause some disturbance to commerce.
TEXT_TOOLTIP_PLAKOT,Plakot runs many day to day operations of Clan Qunaalac while Marlo handles council matters. Her duties range from politicking to making sure the clan's numerous production lines run smoothly to produce everything from counterfeits to warships.
TEXT_TOOLTIP_POLICE_RESPONDER,Local police units geared in riot armor and long weapons for emergency combat duty. While somewhat well-protected, they have poor mobility and offensive capabilities and can engage infantry at best.
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY,Company: 40x Police Enforcer
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP1,20x Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP2,20x Sonic Rifle: 1 / 1.5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP3,2x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP4,2x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_HEALTH,Health: 17 (Infantry)
TEXT_TOOLTIP_POLICE_RESPONDER_MOVE,Speed: 0.8 
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD,Squad: 10x Police Enforcer
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD1_WEAP1,10x Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD1_WEAP2,1x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD2_WEAP1,10x Sonic Rifle: 1 / 1.5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD2_WEAP2,1x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD3,Squad: 9x Police Enforcer
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD3_WEAP1,9x Sonic Rifle: 1 / 1.5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD3_WEAP2,1x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP1,1x 500 Riot Gun: 3 / 1.25s / 220m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP2,1x Sonomax 100 Rifle: 1 / 1.5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP3,1x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP4,1x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_POPARA,Popara was the owner of a vast portfolio of mostly legitimate businesses including Skydove Freight. He was a careful and untrusting tycoon who used a trio of Force sensitive slaves to understand his associates' intentions.
TEXT_TOOLTIP_POTALA_UM_VAR_HULL,Hull: 10080 (Capital)
TEXT_TOOLTIP_POTALA_UM_VAR_MOVE,Speed: 2.0 | Accel: 0.02 | Turn: 0.15
TEXT_TOOLTIP_POTALA_UM_VAR_SHIELD,Shields: 8000 / [40/R] (Capital)
TEXT_TOOLTIP_POTALA_UM_VAR_SQUADRON,Fighters: 2 / 4 | Bombers: 2 / 4
TEXT_TOOLTIP_POTALA_UM_VAR_WEAP1,3x Heavy Turbolasers: 1 / 5.0s / 7.4km
TEXT_TOOLTIP_POTALA_UM_VAR_WEAP2,18x Light Dual Laser Cannons: 2 / 0.38s / 3.9km
TEXT_TOOLTIP_POTALA_UM_VAR_WEAP3,6x Proton Torpedoes: 4 / 15.0s / 5.4km
TEXT_TOOLTIP_POTALA_UM_VAR_WEAP4,2x Light Proton Torpedoes: 4 / 5.0s / 5.4km
TEXT_TOOLTIP_POTALA_UM_VAR_WEAP5,4x Concussion Missiles: 5 / 10.0s / 4.4km
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE,Shortages of manpower or desperation has often resulted in the transformation of civilian utility droids into makeshift combat formations. These 3PO series Human-Cyborg relations droids have been crudely repurposed into battle droids although their civilian frames are unsuited for such rigours no matter how well thought out their refit was.
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_COMPANY,Company: 36x Protocol Legionnaire
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_COMPANY_WEAP1,36x Blaster Box: 2 / 1.25s / 240m
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_HEALTH,Health: 25 (Droid)
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_MOVE,Speed: 0.8 
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_OFFICER_HEALTH,Health: 29 (Droid)
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_SQUAD,Squad: 9x Protocol Legionnaire
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_SQUAD_WEAP1,9x Blaster Box: 2 / 1.25s / 240m
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_WEAP1,1x AAP Blaster Box: 2 / 1.25s / 240m
TEXT_TOOLTIP_PROVIDENCE,A durable carrier/destroyer hybrid with Mon Calamari design roots and a significant torpedo battery. Older models were pure destroyers before General Grievous popularized the carrier/destroyer version during the Clone Wars. The design would see continued usage in rebel, holdout and other fleets after the conflict.
TEXT_TOOLTIP_PROVIDENCE_HULL,Hull: 3400 (Heavy Frigate)
TEXT_TOOLTIP_PROVIDENCE_MOVE,Speed: 4.2 | Accel: 0.2 | Turn: 0.4
TEXT_TOOLTIP_PROVIDENCE_SHIELD,Shields: 3000 / [37.5/R] (Heavy Frigate)
TEXT_TOOLTIP_PROVIDENCE_SQUADRON,Fighters: 2 / 5 | Bombers: 2 / 6
TEXT_TOOLTIP_PROVIDENCE_WEAP1,4x Light Quad Turbolasers: 2 / 2.86s / 5.2km
TEXT_TOOLTIP_PROVIDENCE_WEAP2,1x Heavy Ion Cannon: 2 / 5.0s / 7.2km
TEXT_TOOLTIP_PROVIDENCE_WEAP3,2x Light Anti-Fighter Ion Cannons: 2 / 1.67s / 3.2km
TEXT_TOOLTIP_PROVIDENCE_WEAP4,3x Light Dual Laser Cannons: 2 / 0.44s / 3.7km
TEXT_TOOLTIP_PROVIDENCE_WEAP5,4x Light Proton Torpedoes: 4 / 8.0s / 5.2km
TEXT_TOOLTIP_PROWLER_1000,Created by Arakyd Industries, the small, repulsor-driven seeker droid excelled in surveillance. Designed specifically for work in a military capacity, the Arakyd Prowler 1000 featured a frontal photoreceptor array equipped with various detection systems and scanners. A tasking antennae protruded from atop the drone's domed head, allowing clone commanders to send orders directly to their seeker groups.
TEXT_TOOLTIP_PUNISHING_ONE_HULL,Hull: 225 (Heavy Fighter)
TEXT_TOOLTIP_PUNISHING_ONE_MOVE,Speed: 3.5 | Accel: 0.3 | Turn: 2.0
TEXT_TOOLTIP_PUNISHING_ONE_SHIELD,Shields: 140 / [5/R] (Heavy Fighter)
TEXT_TOOLTIP_PUNISHING_ONE_WEAP1,1x Heavy Fighter Laser Cannon: 8 / 2.0s / 2.0km
